City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Namibe,AO,2021-10-21 04:02:50,-15.1961,12.1522,64.69,88,53,4.45
111,Vanimo,PG,2021-10-21 04:02:55,-2.6741,141.3028,82.0,76,100,1.95
112,Baruun-Urt,MN,2021-10-21 03:59:06,46.6806,113.2792,41.45,40,0,8.12
113,Lasa,IT,2021-10-21 04:03:42,46.6166,10.7002,53.62,93,99,5.73
114,Punta Arenas,CL,2021-10-21 03:59:06,-53.15,-70.9167,42.91,56,75,11.5
115,Stettler,CA,2021-10-21 03:59:07,52.3168,-112.7186,40.75,48,80,14.97
116,Hambantota,LK,2021-10-21 03:59:07,6.1241,81.1185,82.74,89,20,5.75
117,Los Llanos De Aridane,ES,2021-10-21 03:59:08,28.6585,-17.9182,67.75,78,0,12.66
118,Grand Gaube,MU,2021-10-21 04:03:34,-20.0064,57.6608,77.38,70,25,5.99
119,Saint-Georges,GD,2021-10-21 03:59:09,12.0564,-61.7485,80.28,83,20,11.5
120,Harper,LR,2021-10-21 03:59:09,4.375,-7.7169,76.46,87,59,3.47
121,Arraial Do Cabo,BR,2021-10-21 03:59:10,-22.9661,-42.0278,65.48,79,100,3.24
122,Hoquiam,US,2021-10-21 03:59:10,46.9809,-123.8893,54.45,51,100,4.0
123,Chatellerault,FR,2021-10-21 03:59:11,46.8,0.5333,54.32,1,15,16.24
124,Yarada,IN,2021-10-21 03:59:11,17.65,83.2667,86.32,84,20,4.61
125,Klaksvik,FO,2021-10-21 03:59:12,62.2266,-6.589,40.12,69,98,31.92
126,Ancud,CL,2021-10-21 04:03:07,-41.8697,-73.8203,47.43,84,100,5.95
127,Urusha,RU,2021-10-21 03:59:13,54.05,122.9,43.34,39,27,5.57
128,Price,US,2021-10-21 03:59:13,39.5994,-110.8107,43.12,69,81,2.82
129,Yichun,CN,2021-10-21 03:59:13,47.7,128.9,42.31,42,96,8.39
130,Mpanda,TZ,2021-10-21 03:59:14,-6.3655,31.0409,72.25,48,88,3.76
131,Anloga,GH,2021-10-21 03:59:14,5.7947,0.8973,79.02,82,100,9.15
132,Sur,OM,2021-10-21 03:59:15,22.5667,59.5289,81.54,57,41,9.6
133,Tahta,EG,2021-10-21 03:59:15,26.7693,31.5021,70.12,66,0,10.94
134,Atar,MR,2021-10-21 03:59:16,20.5169,-13.0499,77.74,20,20,9.08
135,Avarua,CK,2021-10-21 03:59:16,-21.2078,-159.775,75.25,69,75,6.91
136,Porto Novo,BJ,2021-10-21 03:59:10,6.4965,2.6036,74.91,94,100,4.21
137,General Roca,AR,2021-10-21 03:59:17,-39.0333,-67.5833,69.62,34,59,22.86
138,Geraldton,AU,2021-10-21 03:58:01,-28.7667,114.6,72.12,56,90,12.66
139,Chake Chake,TZ,2021-10-21 03:59:18,-5.2459,39.7666,76.1,80,38,6.96
140,Acapulco,MX,2021-10-21 03:59:19,16.8634,-99.8901,79.43,85,55,2.91
141,Ugoofaaru,MV,2021-10-21 04:03:31,5.6667,73.0,82.18,68,99,9.17
142,Nebbi,UG,2021-10-21 03:59:19,2.4783,31.0889,66.13,89,100,4.38
143,Waipawa,NZ,2021-10-21 03:59:20,-41.4122,175.5153,59.45,74,99,7.45
144,Daru,PG,2021-10-21 03:59:20,-9.0763,143.2092,85.59,65,40,10.92
145,Vaerlose,DK,2021-10-21 03:59:21,55.7825,12.3686,53.83,93,42,12.5
146,Fremont,US,2021-10-21 04:03:52,37.5483,-121.9886,64.38,91,90,1.01
147,Kavaratti,IN,2021-10-21 03:59:22,10.5669,72.642,82.49,74,100,10.16
148,Chicama,PE,2021-10-21 03:59:22,-7.8447,-79.1469,59.54,87,87,5.77
149,Mokhsogollokh,RU,2021-10-21 03:59:23,61.4681,128.9203,32.09,78,100,7.96
150,Vetlanda,SE,2021-10-21 03:59:23,57.4289,15.0776,51.67,88,92,12.75
151,Urumqi,CN,2021-10-21 03:59:24,43.801,87.6005,54.55,28,0,2.24
152,La Asuncion,VE,2021-10-21 04:03:53,11.0333,-63.8628,80.02,83,5,14.03
153,Lavrentiya,RU,2021-10-21 03:59:24,65.5833,-171.0,32.4,99,100,1.57
154,Hasaki,JP,2021-10-21 03:59:25,35.7333,140.8333,66.29,49,92,8.57
155,Tambovka,RU,2021-10-21 03:59:25,50.0969,128.0489,44.71,41,99,6.13
156,Moron,AR,2021-10-21 03:59:26,-34.6534,-58.6198,66.96,88,1,7.63
157,Chanika,TZ,2021-10-21 03:59:26,-5.4167,38.0167,65.93,91,97,2.42
158,Tasiilaq,GL,2021-10-21 03:59:27,65.6145,-37.6368,30.63,48,79,9.64
159,Jamestown,US,2021-10-21 03:58:42,42.097,-79.2353,58.33,89,12,1.99
160,Madison,US,2021-10-21 03:54:56,34.7334,-86.5667,67.08,86,75,4.61
161,Bambous Virieux,MU,2021-10-21 03:58:44,-20.3428,57.7575,77.22,78,40,10.36
162,Sitka,US,2021-10-21 03:59:10,57.0531,-135.33,45.88,88,100,4.05
163,Santa Maria,BR,2021-10-21 03:59:28,-29.6842,-53.8069,58.3,88,0,8.05
164,Rio Gallegos,AR,2021-10-21 03:59:29,-51.6226,-69.2181,39.25,65,0,5.75
165,Bubaque,GW,2021-10-21 03:59:29,11.2833,-15.8333,81.86,79,100,11.54
166,Ballina,AU,2021-10-21 03:59:30,-28.8667,153.5667,73.44,75,40,11.5
167,Victoria,HK,2021-10-21 03:56:22,22.2855,114.1577,84.04,82,97,1.01
168,Turukhansk,RU,2021-10-21 04:02:07,65.8167,87.9833,33.62,81,100,1.39
169,Chokurdakh,RU,2021-10-21 03:59:31,70.6333,147.9167,-12.69,94,85,2.77
170,Najran,SA,2021-10-21 03:59:32,17.4924,44.1277,61.45,26,21,2.82
171,Half Moon Bay,US,2021-10-21 03:56:56,37.4636,-122.4286,64.2,93,90,1.01
172,Port Hawkesbury,CA,2021-10-21 03:59:33,45.6169,-61.3485,51.58,89,75,1.01
173,Alenquer,BR,2021-10-21 03:59:34,-1.9417,-54.7383,79.14,88,42,2.42
174,Itaqui,BR,2021-10-21 03:59:34,-29.1253,-56.5531,57.27,74,4,7.7
175,Ahipara,NZ,2021-10-21 03:59:35,-35.1667,173.1667,61.56,96,100,8.37
176,Vigrestad,NO,2021-10-21 03:59:35,58.5667,5.7,45.59,67,96,20.92
177,Saint-Philippe,RE,2021-10-21 03:59:36,-21.3585,55.7679,79.48,73,37,11.61
178,Codrington,AU,2021-10-21 03:59:36,-38.2667,141.9667,69.04,63,99,8.23
179,Kungurtug,RU,2021-10-21 04:04:02,50.5994,97.5228,40.77,34,0,1.54
180,Necochea,AR,2021-10-21 03:59:43,-38.5473,-58.7368,59.04,84,0,12.1
181,Nanortalik,GL,2021-10-21 03:59:37,60.1432,-45.2371,36.39,54,32,1.83
182,Lorengau,PG,2021-10-21 03:59:38,-2.0226,147.2712,83.35,75,72,5.03
183,Bengkulu,ID,2021-10-21 03:59:38,-3.8004,102.2655,83.52,68,22,4.97
184,Kalemie,CD,2021-10-21 03:59:38,-5.9475,29.1947,68.31,89,57,2.68
185,Chissamba,AO,2021-10-21 03:59:39,-12.1667,17.3333,62.17,98,99,2.77
186,Ushtobe,KZ,2021-10-21 03:59:39,45.2514,77.9838,62.06,27,100,7.14
187,Koumac,NC,2021-10-21 03:59:40,-20.5667,164.2833,67.62,91,100,3.04
188,Makakilo City,US,2021-10-21 03:59:40,21.3469,-158.0858,75.69,69,3,9.15
189,Cosala,MX,2021-10-21 03:59:41,24.4125,-106.6908,70.95,89,0,2.3
190,Mandera,KE,2021-10-21 03:59:41,3.9366,41.867,78.19,69,96,11.68
191,Wagar,SD,2021-10-21 03:59:42,16.1525,36.2032,78.13,57,49,8.75
192,Sargatskoye,RU,2021-10-21 03:59:43,55.6101,73.4972,47.53,55,100,11.01
193,Ca Mau,VN,2021-10-21 03:59:43,9.1769,105.15,83.73,74,100,3.22
194,New Norfolk,AU,2021-10-21 03:59:44,-42.7826,147.0587,73.65,39,82,5.01
195,Esperance,AU,2021-10-21 03:58:38,-33.8667,121.9,69.64,54,7,20.74
196,Sorong,ID,2021-10-21 04:04:07,-0.8833,131.25,82.26,76,100,2.73
197,Umm Lajj,SA,2021-10-21 03:59:45,25.0213,37.2685,78.46,58,0,11.32
198,Puerto Baquerizo Moreno,EC,2021-10-21 04:03:10,-0.9,-89.6,69.89,85,92,10.18
199,Meulaboh,ID,2021-10-21 03:59:46,4.1363,96.1285,77.79,82,100,3.24
200,Puerto Escondido,MX,2021-10-21 03:59:46,15.85,-97.0667,79.05,83,96,3.58
201,Porto Walter,BR,2021-10-21 03:59:47,-8.2686,-72.7439,69.31,99,47,1.45
202,Saint George,US,2021-10-21 03:57:33,37.1041,-113.5841,63.36,43,31,1.01
203,Srandakan,ID,2021-10-21 03:59:47,-7.9386,110.2506,86.41,66,66,12.5
204,Antofagasta,CL,2021-10-21 04:04:11,-23.65,-70.4,59.47,70,23,6.42
205,Floro,NO,2021-10-21 03:59:48,61.5996,5.0328,42.76,81,75,26.46
206,Aklavik,CA,2021-10-21 03:59:49,68.2191,-135.0107,27.43,87,100,3.04
207,Georgetown,MY,2021-10-21 03:59:49,5.4112,100.3354,84.13,78,40,3.0
208,Dubno,UA,2021-10-21 03:59:50,50.4169,25.7343,48.51,55,100,13.15
209,Vostok,RU,2021-10-21 03:59:50,46.4856,135.8833,33.84,45,1,6.33
210,Te Anau,NZ,2021-10-21 04:04:13,-45.4167,167.7167,56.35,57,6,3.13
211,Pierre,US,2021-10-21 03:57:57,44.3683,-100.351,40.86,73,78,5.01
212,Maragogi,BR,2021-10-21 03:59:52,-9.0122,-35.2225,75.88,88,7,6.29
213,Faya,SA,2021-10-21 03:59:52,18.3851,42.4509,57.72,30,81,5.7
214,Mangrol,IN,2021-10-21 03:59:53,21.1167,70.1167,80.08,59,33,5.5
215,Provideniya,RU,2021-10-21 04:04:15,64.3833,-173.3,26.71,80,75,2.24
216,Erice,IT,2021-10-21 03:59:53,38.037,12.5865,59.47,83,0,12.06
217,Dhanwar,IN,2021-10-21 03:59:54,24.4167,85.9833,78.6,60,17,8.03
218,Pitimbu,BR,2021-10-21 03:59:54,-7.4706,-34.8086,79.39,82,44,5.79
219,Yueyang,CN,2021-10-21 03:59:55,29.3333,113.0919,56.39,71,100,7.94
220,Cockburn Town,TC,2021-10-21 04:00:55,21.4612,-71.1419,82.44,78,17,17.52
221,Kruisfontein,ZA,2021-10-21 04:03:57,-34.0033,24.7314,62.4,53,99,4.54
222,Qaqortoq,GL,2021-10-21 03:59:56,60.7167,-46.0333,34.34,37,13,5.01
223,Cidreira,BR,2021-10-21 04:04:17,-30.1811,-50.2056,62.24,77,53,16.6
224,Nehoiu,RO,2021-10-21 03:59:57,45.4167,26.3,45.61,63,5,2.93
225,Rocha,UY,2021-10-21 03:59:57,-34.4833,-54.3333,49.42,93,0,6.53
226,Ketchikan,US,2021-10-21 03:59:58,55.3422,-131.6461,50.47,87,90,9.22
227,Straumen,NO,2021-10-21 03:59:58,63.8709,11.2999,39.61,77,100,8.66
228,Evanston,US,2021-10-21 03:57:48,42.0411,-87.6901,68.11,70,100,1.01
229,San Cristobal,VE,2021-10-21 03:55:33,7.7669,-72.225,69.98,93,37,1.92
230,Tando Ghulam Ali,PK,2021-10-21 03:59:59,25.1311,68.8676,81.27,54,0,13.09
231,Constitucion,CL,2021-10-21 04:00:00,-35.3333,-72.4167,49.87,91,69,4.7
232,Beloha,MG,2021-10-21 04:00:00,-25.1667,45.05,66.85,84,93,14.32
233,Houma,US,2021-10-21 03:59:26,29.5958,-90.7195,75.99,94,23,5.12
234,Awjilah,LY,2021-10-21 04:00:01,29.1081,21.2869,66.27,54,5,9.1
235,Upernavik,GL,2021-10-21 03:59:03,72.7868,-56.1549,30.51,91,100,19.6
236,Borovoy,RU,2021-10-21 04:00:07,55.4333,86.0833,42.08,60,0,8.95
237,Kibala,TD,2021-10-21 04:00:09,9.1104,18.3463,71.37,91,100,6.71
238,Fort Saint James,CA,2021-10-21 04:00:13,54.4333,-124.25,37.63,89,100,2.89
239,Samarai,PG,2021-10-21 04:00:15,-10.6167,150.6667,83.43,74,52,9.55
240,Manzini,SZ,2021-10-21 03:59:07,-26.25,31.5,57.31,69,3,2.59
241,Broome,US,2021-10-21 04:04:22,42.2506,-75.833,56.98,80,11,3.38
242,Nome,US,2021-10-21 03:57:18,64.5011,-165.4064,35.67,87,90,12.66
243,Kyshtovka,RU,2021-10-21 04:00:22,56.555,76.6271,45.5,56,100,9.53
244,Aykino,RU,2021-10-21 04:00:24,62.2248,49.9922,28.83,76,100,12.1
245,Arroyo,ES,2021-10-21 04:00:25,41.6096,-4.7969,54.59,87,0,8.05
246,Haines Junction,CA,2021-10-21 04:00:27,60.7522,-137.5108,30.56,86,54,2.3
247,Khonsa,IN,2021-10-21 04:00:27,27.0167,95.5667,66.54,100,100,1.54
248,Blagoyevo,RU,2021-10-21 04:00:29,63.3667,47.9167,29.93,76,100,14.2
249,Tateyama,JP,2021-10-21 04:04:25,34.9833,139.8667,66.15,54,100,6.24
250,Pandua,IN,2021-10-21 04:00:30,23.0833,88.2833,85.87,66,79,9.17
251,Vila Velha,BR,2021-10-21 03:59:25,-20.3297,-40.2925,66.15,82,75,10.36
252,Safaga,EG,2021-10-21 04:00:31,26.7292,33.9365,73.08,56,0,18.99
253,Komsomolskiy,UZ,2021-10-21 03:59:50,40.4272,71.7189,60.22,41,70,4.61
254,Rypefjord,NO,2021-10-21 04:00:32,70.6333,23.6667,30.67,80,90,21.85
255,Galveston,US,2021-10-21 04:00:32,29.3669,-94.9669,77.97,86,64,5.86
256,Cap Malheureux,MU,2021-10-21 04:03:56,-19.9842,57.6142,77.47,70,20,5.99
257,Owensboro,US,2021-10-21 04:00:33,37.7742,-87.1133,63.63,79,60,8.72
258,Alekseyevsk,RU,2021-10-21 04:00:34,57.8406,108.3492,41.95,76,58,7.74
259,Lieksa,FI,2021-10-21 04:00:35,63.3167,30.0167,45.7,99,100,12.53
260,Lampa,CL,2021-10-21 04:00:35,-33.2833,-70.9,56.64,82,0,0.92
261,Karratha,AU,2021-10-21 03:59:39,-20.7377,116.8463,86.22,22,0,6.91
262,Marlton,US,2021-10-21 04:00:36,39.8912,-74.9218,63.5,81,9,5.23
263,Lebu,CL,2021-10-21 03:58:59,-37.6167,-73.65,51.06,92,100,6.31
264,Fare,PF,2021-10-21 04:00:37,-16.7,-151.0167,78.06,81,28,7.58
265,Neiafu,TO,2021-10-21 04:00:38,-18.65,-173.9833,76.57,68,97,21.05
266,Rafai,CF,2021-10-21 04:00:38,4.95,23.9167,69.04,97,100,3.31
267,Kolochava,UA,2021-10-21 04:00:39,48.4285,23.6959,39.81,76,100,5.86
268,Yongan,CN,2021-10-21 04:00:40,39.6957,113.6871,44.01,25,0,9.1
269,El Alto,PE,2021-10-21 04:00:41,-4.2714,-81.2147,63.34,88,60,13.0
270,Saint-Pierre,RE,2021-10-21 04:00:41,-21.3393,55.4781,80.56,63,0,1.14
271,Suicheng,CN,2021-10-21 04:00:42,33.8963,117.9331,57.51,67,100,7.43
272,Chuy,UY,2021-10-21 04:00:42,-33.6971,-53.4616,53.04,84,1,5.88
273,West Lafayette,US,2021-10-21 03:58:20,40.4259,-86.9081,64.06,76,64,1.01
274,Ostrogozhsk,RU,2021-10-21 04:00:43,50.8664,39.0756,46.58,66,99,19.8
275,Pailon,BO,2021-10-21 04:00:44,-17.65,-62.75,74.62,44,100,0.45
276,Kahului,US,2021-10-21 03:58:43,20.8947,-156.47,76.84,80,1,8.01
277,Workington,GB,2021-10-21 04:00:44,54.6425,-3.5441,36.99,66,56,20.69
278,Ixtapa,MX,2021-10-21 04:00:45,20.7,-105.2,83.23,84,73,1.01
279,Elko,US,2021-10-21 04:00:28,41.0002,-115.5012,54.64,33,100,1.99
280,Sayville,US,2021-10-21 04:00:46,40.7359,-73.0821,69.03,73,34,1.01
281,Raboso,MX,2021-10-21 04:00:47,18.5667,-98.45,67.3,78,99,3.58
282,Tuatapere,NZ,2021-10-21 03:59:34,-46.1333,167.6833,54.18,57,0,6.58
283,Fortuna,US,2021-10-21 03:59:25,40.5982,-124.1573,61.36,72,1,8.01
284,Hobyo,SO,2021-10-21 04:00:48,5.3505,48.5268,79.23,75,58,10.63
285,Lamu,KE,2021-10-21 04:00:48,-2.2717,40.902,79.02,77,58,12.39
286,Monte San Pietro,IT,2021-10-21 04:00:49,44.4378,11.1357,61.61,70,40,10.36
287,Pecos,US,2021-10-21 04:00:49,31.4229,-103.4932,70.83,42,1,8.05
288,Krasnovishersk,RU,2021-10-21 04:00:49,60.4078,57.082,27.37,92,12,2.53
289,Spearfish,US,2021-10-21 04:00:50,44.4908,-103.8594,38.12,90,1,1.01
290,Hithadhoo,MV,2021-10-21 04:00:42,-0.6,73.0833,82.26,72,96,9.15
291,Brokopondo,SR,2021-10-21 04:00:51,4.75,-55.1667,75.96,93,15,6.4
292,Biak,ID,2021-10-21 04:04:40,-0.9131,122.8766,85.01,62,24,3.85
293,Port Moresby,PG,2021-10-21 04:00:51,-9.4431,147.1797,84.9,67,93,11.23
294,Pedreiras,BR,2021-10-21 04:00:52,-4.5688,-44.6003,75.63,90,70,3.42
295,Tupik,RU,2021-10-21 04:00:52,54.4253,119.9327,40.01,50,55,5.06
