City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pregassona,CH,46.0202,8.9743,51.33,98,75,2.3,mist
346,Cairns,AU,-16.9167,145.7667,92.07,63,57,16.11,broken clouds
347,Lovington,US,32.944,-103.3485,58.64,51,100,10.92,overcast clouds
348,Clyde River,CA,70.4692,-68.5914,19.15,85,100,7.43,overcast clouds
349,Touros,BR,-5.1989,-35.4608,81.5,77,14,14.94,few clouds
350,Makakilo City,US,21.3469,-158.0858,82.15,62,20,9.22,few clouds
351,Porvoo,FI,60.3923,25.6651,47.23,91,97,5.77,overcast clouds
352,Qaqortoq,GL,60.7167,-46.0333,25.3,65,30,6.29,scattered clouds
353,Verkhniy Uslon,RU,55.7701,48.9823,35.82,84,20,9.84,few clouds
354,Alugan,PH,12.2188,125.4808,82.26,79,69,14.5,broken clouds
355,Swellendam,ZA,-34.0226,20.4417,62.73,81,100,4.0,overcast clouds
356,Xuddur,SO,4.1213,43.8894,71.58,80,0,14.76,clear sky
357,Qasigiannguit,GL,68.8193,-51.1922,32.25,93,100,8.72,overcast clouds
358,Santa Cruz,BO,-17.8,-63.1667,81.86,69,75,3.44,broken clouds
359,Cananeia,BR,-25.0147,-47.9267,67.75,97,100,5.59,overcast clouds
360,Kaitangata,NZ,-46.2817,169.8464,64.24,43,84,11.01,broken clouds
361,Hami,CN,42.8,93.45,48.6,49,100,2.08,overcast clouds
362,George,ZA,-33.963,22.4617,60.35,94,90,3.44,overcast clouds
363,Ciudad Bolivar,VE,8.1222,-63.5497,80.17,73,100,5.61,overcast clouds
364,Bulungu,CD,-4.55,18.6,68.63,99,100,0.69,moderate rain
365,Kalmunai,LK,7.4167,81.8167,79.3,88,40,6.29,scattered clouds
366,Mogadishu,SO,2.0371,45.3438,78.67,80,2,13.47,clear sky
367,Aripuana,BR,-9.1667,-60.6333,76.95,80,89,1.59,overcast clouds
368,Jardim,BR,-21.4803,-56.1381,74.75,74,20,6.11,few clouds
369,Yulara,AU,-25.2406,130.9889,76.84,53,0,8.05,clear sky
370,Xinyu,CN,27.8043,114.9334,62.08,82,100,1.28,overcast clouds
371,Montepuez,MZ,-13.1256,38.9997,69.91,88,1,6.33,clear sky
372,Arlit,NE,18.7369,7.3853,80.62,21,41,8.68,scattered clouds
373,Kyra,RU,49.5776,111.9753,29.23,75,96,2.57,overcast clouds
374,Slave Lake,CA,55.2834,-114.769,30.18,74,1,2.3,clear sky
375,Hondo,JP,32.45,130.2,67.95,64,94,9.22,overcast clouds
376,Reconquista,AR,-29.15,-59.65,85.69,33,88,11.59,overcast clouds
377,Kushiro,JP,42.975,144.3747,54.55,58,20,16.11,few clouds
378,Rio Grande,BR,-32.035,-52.0986,70.95,89,0,17.09,clear sky
379,Padang,ID,-0.9492,100.3543,80.65,89,100,2.66,overcast clouds
380,Alikalia,SL,9.1667,-11.4,68.58,98,80,1.23,light rain
381,Hengyang,CN,26.8881,112.615,60.93,91,100,3.06,overcast clouds
382,Mehamn,NO,71.0357,27.8492,32.16,84,100,13.51,overcast clouds
383,Seguela,CI,7.9611,-6.6731,70.88,92,100,4.68,light rain
384,Ketchikan,US,55.3422,-131.6461,39.67,87,1,0.0,clear sky
385,Gornopravdinsk,RU,60.05,69.9,16.36,93,100,6.22,light snow
386,Rodrigues Alves,BR,-7.738,-72.6509,77.34,77,6,2.42,clear sky
387,Mali,GN,12.079,-12.2982,61.88,74,77,3.06,broken clouds
388,Strezhevoy,RU,60.7333,77.5889,-2.22,95,59,6.35,broken clouds
389,Phuthaditjhaba,ZA,-28.5242,28.8158,52.79,54,0,3.11,clear sky
390,Kupang,ID,-10.1667,123.5833,88.38,70,20,6.91,few clouds
391,Moose Factory,CA,51.2585,-80.6094,39.2,93,90,6.91,overcast clouds
392,Grand Gaube,MU,-20.0064,57.6608,70.38,82,0,4.0,clear sky
393,Nyrob,RU,60.733,56.7202,35.83,98,100,6.46,overcast clouds
394,Korla,CN,41.7597,86.1469,45.05,31,8,3.83,clear sky
395,Alofi,NU,-19.0595,-169.9187,82.29,61,28,16.11,scattered clouds
396,Zeya,RU,53.75,127.2667,28.13,43,95,4.52,overcast clouds
397,Shyroke,UA,47.6917,33.2571,40.24,92,5,7.85,clear sky
398,Wenatchee,US,47.4235,-120.3103,50.38,41,40,1.01,scattered clouds
399,Garowe,SO,8.4054,48.4845,71.98,73,87,9.4,overcast clouds
400,Bara,NG,10.3744,10.7288,74.84,30,98,2.19,overcast clouds
401,Leirvik,NO,59.7798,5.5005,54.63,69,100,32.55,moderate rain
402,Charters Towers,AU,-20.1,146.2667,86.32,49,89,18.48,overcast clouds
403,Pacific Grove,US,36.6177,-121.9166,62.76,78,1,1.01,clear sky
404,Orodara,BF,10.9492,-4.9342,73.78,56,93,3.58,overcast clouds
405,Kibre Mengist,ET,5.8833,38.9833,54.77,83,55,2.89,broken clouds
406,Komsomolskiy,UZ,40.4272,71.7189,42.22,70,8,4.61,clear sky
407,Ribeira Grande,PT,38.5167,-28.7,71.2,88,100,7.38,overcast clouds
408,Antofagasta,CL,-23.65,-70.4,61.88,74,24,3.31,few clouds
409,Fort Nelson,CA,58.8053,-122.7002,24.39,74,20,3.44,few clouds
410,Baft,IR,29.234,56.6057,50.92,41,0,10.78,clear sky
411,Palmer,US,42.1584,-72.3287,57.13,88,75,4.61,broken clouds
412,Kashary,RU,49.04,41.0056,39.15,91,0,6.53,clear sky
413,Cayenne,GF,4.9333,-52.3333,82.09,82,75,3.0,mist
414,Barra Do Bugres,BR,-15.0725,-57.1811,70.56,89,100,2.26,overcast clouds
415,Mounana,GA,-1.4085,13.1586,68.61,99,100,2.68,light rain
416,Shenjiamen,CN,29.9576,122.298,66.96,58,65,8.5,light rain
417,Kovernino,RU,57.1253,43.8142,37.71,94,26,7.11,scattered clouds
418,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,88,61,7.56,broken clouds
419,Rio Gallegos,AR,-51.6226,-69.2181,50.05,50,0,28.77,clear sky
420,Bloemfontein,ZA,-29.1211,26.214,47.68,81,6,3.44,clear sky
421,Muros,ES,42.7762,-9.0603,57.24,94,58,11.59,broken clouds
422,Cordoba,AR,-31.4135,-64.1811,60.6,82,90,1.99,overcast clouds
423,Carauari,BR,-4.8828,-66.8958,75.49,94,51,1.21,broken clouds
424,Kamaishi,JP,39.2667,141.8833,50.95,67,6,4.7,clear sky
425,Bure,ET,10.7,37.0667,53.64,72,10,4.14,clear sky
426,Buchanan,LR,5.8808,-10.0467,77.41,86,100,6.06,light rain
427,Ambon,ID,-3.6954,128.1814,84.34,74,40,2.3,scattered clouds
428,Oxford,GB,51.7522,-1.256,50.59,80,88,3.0,moderate rain
429,Kumylzhenskaya,RU,49.8809,42.5898,39.15,73,0,3.47,clear sky
430,Osoyoos,CA,49.0331,-119.4524,45.34,62,0,4.61,clear sky
431,Bismarck,US,46.8083,-100.7837,35.44,61,1,9.22,clear sky
432,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,94,99,8.21,overcast clouds
433,Bobbili,IN,18.5667,83.3667,74.64,89,74,1.1,broken clouds
434,Srednekolymsk,RU,67.45,153.6833,-4.79,96,35,5.12,scattered clouds
435,Revda,RU,56.801,59.9303,40.01,91,100,11.07,overcast clouds
436,Vari,GR,37.8312,23.8081,57.87,78,0,6.71,clear sky
437,Benguela,AO,-12.5763,13.4055,72.91,79,73,2.26,broken clouds
438,Sorsk,RU,54.0033,90.2467,26.11,65,100,17.16,overcast clouds
439,Great Falls,US,47.5002,-111.3008,31.41,69,1,8.05,clear sky
440,Krasnoselkup,RU,65.7,82.4667,4.75,94,100,12.64,overcast clouds
441,Jizan,SA,17.3333,42.6667,81.54,66,3,3.18,clear sky
442,Fethiye,TR,36.6217,29.1164,58.87,74,99,4.03,overcast clouds
443,Buala,SB,-8.145,159.5921,83.32,74,73,5.12,moderate rain
444,Jamame,SO,0.0722,42.7506,76.39,83,1,9.91,clear sky
445,Zavitinsk,RU,50.1167,129.45,32.13,29,20,3.6,few clouds
446,Metro,ID,-5.1131,105.3067,80.56,77,100,4.14,overcast clouds
447,Buraydah,SA,26.326,43.975,66.65,29,4,8.7,clear sky
448,Foxton,NZ,-40.4667,175.3,65.73,56,25,8.52,scattered clouds
449,Illapel,CL,-31.6308,-71.1653,63.34,71,100,1.36,overcast clouds
450,La Ronge,CA,55.1001,-105.2842,30.45,69,90,6.91,overcast clouds
451,Makubetsu,JP,45.3714,141.8211,46.11,87,75,12.66,broken clouds
452,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,44,75,7.0,broken clouds
453,Eureka,US,40.8021,-124.1637,61.63,76,100,1.99,overcast clouds
454,Sumbe,AO,-11.2061,13.8437,73.96,88,100,4.0,light rain
455,Zyryanka,RU,65.75,150.85,0.39,88,16,10.78,few clouds
456,Sorland,NO,67.667,12.6934,48.27,89,81,22.21,broken clouds
457,Alenquer,BR,-1.9417,-54.7383,82.74,73,51,2.98,broken clouds
458,Rantepao,ID,-2.9701,119.8978,78.57,70,100,2.24,overcast clouds
459,Horasan,TR,40.0458,42.1728,44.42,88,99,2.24,overcast clouds
460,Santa Isabel,BR,-23.3156,-46.2214,67.66,99,100,2.86,overcast clouds
461,Olinda,BR,-8.0089,-34.8553,80.33,74,40,6.91,scattered clouds
462,Dikson,RU,73.5069,80.5464,5.72,94,97,11.14,overcast clouds
463,Shawnee,US,39.05,-95.7669,48.33,66,1,6.91,clear sky
464,Bakaly,RU,55.1789,53.8028,40.69,89,48,9.35,scattered clouds
465,Zyryanovsk,KZ,49.7386,84.2719,29.08,77,100,2.21,overcast clouds
466,Richards Bay,ZA,-28.783,32.0377,63.45,91,100,5.91,overcast clouds
467,Narimanov,RU,46.6927,47.8498,46.31,72,100,8.99,overcast clouds
468,Codrington,AU,-38.2667,141.9667,63.59,61,1,3.56,clear sky
469,Pitimbu,BR,-7.4706,-34.8086,79.39,76,100,11.1,overcast clouds
470,Rincon,US,32.296,-81.2354,61.86,89,1,8.05,clear sky
471,Asau,RO,46.4333,26.4,43.72,94,0,4.0,clear sky
472,Opuwo,NA,-18.0607,13.84,65.55,20,0,5.64,clear sky
473,Mudon,MM,16.2578,97.7164,77.29,90,98,4.43,overcast clouds
474,Canaries,ES,28.0,-15.5,61.75,79,20,1.99,few clouds
475,Bossangoa,CF,6.4926,17.4552,71.28,90,97,4.18,overcast clouds
476,Orocue,CO,4.7912,-71.3354,76.08,91,100,4.63,overcast clouds
477,Ixtapa,MX,20.7,-105.2,75.6,90,3,0.83,clear sky
478,Berlevag,NO,70.8578,29.0864,34.65,79,100,18.12,overcast clouds
479,Vilhena,BR,-12.7406,-60.1458,68.58,95,100,1.86,overcast clouds
480,Haukipudas,FI,65.1765,25.3523,43.14,95,100,5.84,overcast clouds
481,Dukat,RU,62.55,155.55,-9.04,94,36,3.49,scattered clouds
482,Nagai,JP,38.1036,140.035,58.59,74,100,0.74,overcast clouds
483,Bilma,NE,18.6853,12.9164,76.87,23,6,12.03,clear sky
484,Mezen,RU,65.8522,44.24,17.8,95,44,6.8,scattered clouds
485,Naze,JP,28.3667,129.4833,67.12,75,17,15.41,few clouds
486,Atocha,BO,-20.9333,-66.2333,49.71,56,0,6.08,clear sky
487,Bukachacha,RU,52.9833,116.9167,26.55,50,24,2.26,few clouds
488,Malbork,PL,54.0359,19.0266,49.95,78,49,11.07,scattered clouds
489,Pilar,BR,-9.5972,-35.9567,75.13,88,81,3.58,broken clouds
490,Mastic Beach,US,40.7668,-72.8521,60.03,83,40,1.99,scattered clouds
491,Tura,IN,25.5198,90.2201,62.4,79,0,3.13,clear sky
492,Rawson,AR,-43.3002,-65.1023,47.5,74,33,12.46,scattered clouds
493,Letlhakeng,BW,-24.0944,25.0298,69.58,24,0,8.16,clear sky
494,Tottori,JP,35.5,134.2333,64.47,72,20,2.3,few clouds
495,Zigong,CN,29.3416,104.7769,58.57,92,100,2.95,light rain
496,Bukama,CD,-9.2,25.85,69.64,94,100,0.27,overcast clouds
497,Neepawa,CA,50.2289,-99.4664,34.2,65,27,9.15,scattered clouds
498,Nuristan,AF,35.3,70.8333,20.03,56,14,11.9,few clouds
499,Okhotsk,RU,59.3833,143.3,10.81,65,15,14.88,few clouds
500,Amapa,BR,1.0,-52.0,71.73,99,100,1.95,moderate rain
501,Mishelevka,RU,52.8575,103.1719,30.65,86,96,5.61,overcast clouds
502,Dali,CN,25.7,100.1833,55.89,77,1,2.37,clear sky
503,Phan Thiet,VN,10.9333,108.1,80.53,77,32,5.66,scattered clouds
504,Iwanai,JP,42.9744,140.5089,51.4,79,100,6.11,overcast clouds
505,Staraya Poltavka,RU,50.4772,46.4814,42.17,68,0,7.0,clear sky
506,Alamosa,US,37.4695,-105.87,55.38,28,75,10.36,broken clouds
507,Talnakh,RU,69.4865,88.3972,-13.2,98,81,4.65,broken clouds
508,Twin Falls,US,42.3505,-114.6445,46.31,87,75,5.75,broken clouds
509,Lipin Bor,RU,60.2622,37.9763,39.74,93,100,8.99,overcast clouds
510,Roura,GF,4.7263,-52.3274,81.97,89,75,5.75,mist
511,Abashiri,JP,44.0213,144.2697,50.29,87,75,11.5,broken clouds
512,Morristown,US,36.214,-83.2949,54.14,68,90,3.44,overcast clouds
513,Glendive,US,47.1053,-104.7125,29.82,66,1,9.22,clear sky
514,Praia,CV,14.9215,-23.5087,77.54,94,75,13.8,broken clouds
515,Stawell,AU,-37.05,142.7667,67.14,48,5,6.73,clear sky
516,Madison Heights,US,42.4859,-83.1052,48.88,79,1,9.22,clear sky
517,Moussoro,TD,13.6408,16.4901,84.69,19,91,14.9,overcast clouds
518,Griffith,US,41.5284,-87.4237,48.11,63,1,1.01,clear sky
519,Isetskoye,RU,56.4858,65.3226,38.84,94,100,10.71,overcast clouds
520,Ternate,ID,0.8,127.4,83.44,72,96,1.19,overcast clouds
521,Rockport,US,28.0206,-97.0544,77.25,73,1,3.0,clear sky
522,Barquisimeto,VE,10.0739,-69.3228,72.23,100,58,5.75,light rain
523,Kefamenanu,ID,-9.4467,124.4781,85.32,51,78,3.06,broken clouds
524,Ulladulla,AU,-35.35,150.4667,77.77,47,85,10.11,overcast clouds
525,Bardejov,SK,49.2918,21.2727,38.28,91,0,6.11,clear sky
526,Gamba,GA,-2.65,10.0,76.01,89,100,7.58,light rain
527,Ninghai,CN,29.2892,121.4247,68.68,77,68,3.15,light rain
528,Alpena,US,45.0617,-83.4327,43.11,84,1,5.01,clear sky
529,San Joaquin,US,37.9333,-121.3011,65.35,59,1,4.61,clear sky
530,Udachnyy,RU,66.4167,112.4,4.77,84,55,17.43,broken clouds
531,Maragogi,BR,-9.0122,-35.2225,76.96,82,34,8.34,scattered clouds
532,Vao,NC,-22.6667,167.4833,72.07,75,34,14.9,scattered clouds
533,Yamada,JP,39.4667,141.95,60.55,68,38,4.94,scattered clouds
534,Letterkenny,IE,54.95,-7.7333,47.66,90,100,22.55,moderate rain
535,Tirukkoyilur,IN,11.95,79.2,75.24,92,100,8.01,moderate rain
536,Bose,IT,45.4612,8.0137,49.73,97,100,0.67,light rain
537,Atasu,KZ,48.6814,71.6433,38.43,79,100,12.62,overcast clouds
538,Dudinka,RU,69.4058,86.1778,-9.83,100,94,5.66,overcast clouds
539,Rosario,AR,-32.9468,-60.6393,69.94,81,75,3.0,broken clouds
540,Mobaye,CF,4.319,21.1786,70.56,98,100,2.44,overcast clouds
541,Poya,NC,-21.35,165.15,79.97,55,15,10.33,few clouds
542,Nucsoara,RO,45.3333,24.7833,42.57,82,100,0.89,overcast clouds
543,Mount Isa,AU,-20.7333,139.5,92.97,33,9,16.11,clear sky
544,Kununurra,AU,-15.7667,128.7333,85.98,62,18,5.75,few clouds
545,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,44,40,8.95,scattered clouds
546,Pokhara,NP,28.2333,83.9833,59.18,76,86,3.22,overcast clouds
547,Haradok,BY,55.4624,29.9816,37.85,79,6,6.76,clear sky
548,Concepcion Del Oro,MX,24.6333,-101.4167,65.84,25,41,4.0,scattered clouds
549,Vanavara,RU,60.34,102.2797,23.27,94,100,5.12,light snow
550,Walvis Bay,NA,-22.9575,14.5053,60.1,93,0,5.75,clear sky
551,Salaga,GH,8.5508,-0.5188,79.36,70,100,4.83,overcast clouds
552,Mkushi,ZM,-13.6202,29.3939,70.99,43,100,4.32,overcast clouds
553,Flin Flon,CA,54.7682,-101.865,30.51,89,100,7.7,overcast clouds
554,Visnes,NO,59.3556,5.2242,54.57,87,100,12.66,heavy intensity rain
555,Antigonish,CA,45.6169,-61.9986,57.81,96,100,20.83,light rain
556,Champerico,GT,14.3,-91.9167,81.36,82,100,2.35,overcast clouds
557,Sar-E Pul,AF,35.8333,66.1667,35.69,84,12,1.01,few clouds
558,Faya,SA,18.3851,42.4509,54.12,55,10,5.79,clear sky
559,Eydhafushi,MV,5.1033,73.0708,82.22,78,100,19.86,overcast clouds
560,Mirnyy,RU,62.5353,113.9611,14.67,91,100,5.03,overcast clouds
561,Qingdao,CN,36.0986,120.3719,53.2,71,0,8.95,clear sky
562,Karaidel,RU,55.8337,56.9069,41.54,96,100,9.69,overcast clouds
563,Askarovo,RU,53.3372,58.5089,43.75,70,90,22.37,overcast clouds
564,Alzamay,RU,55.5562,98.6644,34.11,79,100,4.18,overcast clouds
565,Kalabo,ZM,-14.97,22.6814,70.61,74,83,6.08,broken clouds
566,Lucea,JM,18.451,-78.1736,78.66,77,25,3.13,scattered clouds
567,Ergani,TR,38.2653,39.7621,50.72,84,99,3.58,overcast clouds
568,Svetlaya,RU,46.5389,138.3297,41.04,86,100,7.18,overcast clouds
569,Varhaug,NO,58.6147,5.6457,51.35,79,100,21.14,overcast clouds
570,Idenao,CM,4.2475,9.0047,77.72,90,99,4.68,light rain
571,Mosquera,CO,4.7059,-74.2302,55.49,88,40,5.75,scattered clouds
572,Porto Velho,BR,-8.7619,-63.9039,77.05,88,20,1.14,few clouds
573,Kungurtug,RU,50.5994,97.5228,28.85,88,100,0.65,light snow
574,Samagaltay,RU,50.6022,95.0047,29.23,84,100,3.42,light snow
575,Erenhot,CN,43.6475,111.9767,34.5,52,0,6.62,clear sky
576,Jiaocheng,CN,24.6774,116.1389,68.63,87,100,1.72,overcast clouds
577,Macia,MZ,-25.0269,33.0989,62.8,91,0,1.57,clear sky
578,Geraldton,AU,-28.7667,114.6,68.41,56,75,17.27,broken clouds
579,Auki,SB,-8.7676,160.7034,82.0,79,100,6.73,overcast clouds
580,Omboue,GA,-1.5746,9.2618,75.92,92,100,8.03,light rain
581,Honningsvag,NO,70.9821,25.9704,34.7,86,97,17.38,overcast clouds
582,Pathein,MM,16.7833,94.7333,77.74,89,100,2.57,overcast clouds
583,Nosy Varika,MG,-20.5833,48.5333,72.14,91,67,7.14,light rain
584,Willowmore,ZA,-33.2926,23.4895,66.99,44,100,2.06,overcast clouds
585,Buenos Aires,AR,-34.6132,-58.3772,62.98,81,90,13.8,moderate rain
586,Canton,CN,23.1167,113.25,75.0,72,90,4.65,overcast clouds
587,Caravelas,BR,-17.7125,-39.2481,75.18,82,36,7.61,scattered clouds
588,Isangel,VU,-19.55,169.2667,82.51,61,75,9.22,broken clouds
589,Razole,IN,16.4833,81.8333,80.89,91,94,4.43,overcast clouds
590,Lerwick,GB,60.1545,-1.1494,50.0,86,73,16.67,broken clouds
591,Houston,US,29.7633,-95.3633,71.31,53,1,3.0,clear sky
592,Haines Junction,CA,60.7522,-137.5108,37.35,48,99,4.61,overcast clouds
593,Moroto,UG,2.5345,34.6666,67.95,56,24,8.75,few clouds
594,Vostok,RU,46.4856,135.8833,39.0,60,6,1.68,clear sky
595,Alice Springs,AU,-23.7,133.8833,76.55,47,75,5.75,broken clouds
596,Kattivakkam,IN,13.2167,80.3167,78.89,85,99,12.59,light rain
597,Mantsala,FI,60.6609,25.2838,46.42,89,100,4.85,overcast clouds
598,Gizo,SB,-8.103,156.8419,82.8,75,100,8.75,moderate rain
599,Poronaysk,RU,49.2167,143.1167,32.4,52,0,9.57,clear sky
600,Wagar,SD,16.1525,36.2032,81.75,55,7,9.08,clear sky
601,Marzuq,YE,14.4,46.4667,66.04,60,5,2.93,clear sky
602,Chokwe,MZ,-24.5333,32.9833,65.55,86,0,1.5,clear sky
603,Mae Sot,TH,16.7167,98.5667,75.15,94,20,0.0,few clouds
604,Kedrovyy,RU,56.1667,91.8167,32.41,93,100,14.16,light snow
605,Turayf,SA,31.6725,38.6637,66.45,59,75,13.8,broken clouds
606,San Quintin,MX,30.4833,-115.95,63.36,81,0,8.84,clear sky
607,Aketi,CD,2.7388,23.7833,70.74,100,100,2.15,light rain
608,La Romana,DO,18.4273,-68.9728,78.53,94,20,0.0,few clouds
609,Cartagena,CO,10.3997,-75.5144,76.62,88,75,0.0,broken clouds
610,Paris,FR,48.8534,2.3488,50.77,90,75,3.0,broken clouds
611,Ambulu,ID,-8.345,113.6058,80.33,82,100,1.23,overcast clouds
612,Beringovskiy,RU,63.05,179.3167,6.82,89,73,12.64,broken clouds
613,Torres,BR,-29.3353,-49.7269,69.82,90,58,10.87,broken clouds
614,Kidodi,TZ,-7.6036,37.0044,74.05,80,83,4.23,broken clouds
615,Itarema,BR,-2.9248,-39.9167,80.35,78,29,13.42,scattered clouds
616,Susanino,RU,58.1461,41.5872,37.35,94,83,7.43,broken clouds
617,Mehran,IR,33.1222,46.1646,72.88,31,99,3.06,overcast clouds
618,Newcastle,AU,-32.9272,151.7765,74.98,55,75,1.99,broken clouds
619,Korem,ET,12.5058,39.5228,50.11,88,6,3.11,light rain
620,Sao Joao Da Boa Vista,BR,-21.9692,-46.7981,66.15,94,100,3.33,overcast clouds
621,Dingle,PH,10.9995,122.6711,82.22,79,94,14.12,overcast clouds
622,Perth,AU,-31.9333,115.8333,64.53,52,75,19.57,broken clouds
623,Bilibino,RU,68.0546,166.4372,-20.33,99,99,0.98,overcast clouds
624,Acarau,BR,-2.8856,-40.12,80.19,79,34,14.07,scattered clouds
625,Canico,PT,32.6333,-16.85,72.23,83,75,0.0,broken clouds
626,Xudat,AZ,41.631,48.681,53.35,86,77,7.94,broken clouds
627,Victor Harbor,AU,-35.5667,138.6167,82.18,65,0,2.57,clear sky
628,Baghdad,IQ,33.3406,44.4009,69.71,64,0,3.44,clear sky
629,Volchikha,RU,52.0333,80.3833,26.06,85,100,8.9,overcast clouds
630,Morant Bay,JM,17.8815,-76.4093,83.82,83,16,6.2,few clouds
631,Itabira,BR,-19.6192,-43.2269,64.27,99,100,1.05,moderate rain
632,Hay River,CA,60.8156,-115.7999,31.98,74,75,8.05,broken clouds
633,Hailar,CN,49.2,119.7,30.54,45,6,10.6,clear sky
634,Mpika,ZM,-11.8343,31.4529,70.38,36,89,2.3,overcast clouds
635,Avon Lake,US,41.5053,-82.0282,57.11,73,90,7.0,overcast clouds
636,Ahuacatlan,MX,21.05,-104.4833,71.94,82,0,3.6,clear sky
637,Lander,US,42.833,-108.7307,34.99,86,100,5.19,overcast clouds
638,Dhidhdhoo,MV,6.8833,73.1,80.94,79,100,12.48,heavy intensity rain
639,Mombetsu,JP,44.3525,143.3525,49.86,87,75,11.5,broken clouds
640,Monroe,US,43.1501,-77.6831,54.5,72,75,13.8,broken clouds
641,Fairlie,GB,55.756,-4.8556,47.01,89,100,5.06,overcast clouds
642,Fenoarivo Atsinanana,MG,-17.3667,49.4167,72.0,92,22,2.98,few clouds
643,Guiratinga,BR,-16.3494,-53.7583,74.5,79,100,3.49,overcast clouds
644,Presidente Dutra,BR,-5.29,-44.49,78.51,71,43,5.3,scattered clouds
645,Kavaratti,IN,10.5669,72.642,81.1,79,81,6.87,broken clouds
646,Nizhniy Tsasuchey,RU,50.5167,115.1333,32.09,71,87,8.72,overcast clouds
647,Mutata,CO,7.2441,-76.4356,73.92,98,87,1.72,overcast clouds
648,Lucapa,AO,-8.4192,20.7447,65.43,98,100,2.1,moderate rain
649,Labuhan,ID,-6.8844,112.2051,84.87,67,100,3.11,overcast clouds
650,Lubaczow,PL,50.157,23.1234,39.51,88,0,7.78,clear sky
651,Paamiut,GL,61.994,-49.6678,31.53,72,99,8.14,overcast clouds
652,Adrar,MR,20.5022,-10.0711,82.06,24,50,7.63,scattered clouds
653,Ambovombe,MG,-25.1667,46.0833,70.57,89,97,3.87,light rain
654,Jatibonico,CU,21.9419,-79.17,71.04,84,100,7.43,overcast clouds
655,Marathon,US,44.9,-89.7668,42.33,63,75,1.99,broken clouds
656,Sambava,MG,-14.2667,50.1667,73.02,91,53,5.28,broken clouds
657,Kamisu,JP,35.8907,140.6686,66.25,79,100,4.59,overcast clouds
658,Ranong,TH,9.9658,98.6348,78.73,87,99,3.89,overcast clouds
659,Guadalajara,MX,20.6667,-103.3333,71.98,63,24,2.59,few clouds
660,Itoman,JP,26.1247,127.6694,80.62,65,20,13.8,few clouds
661,Tanete,ID,-3.9443,119.7848,83.75,73,63,5.26,broken clouds
662,Wyndham,US,37.6985,-77.6125,58.46,84,1,4.61,clear sky
663,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,79.5,42,100,5.91,overcast clouds
664,Petukhovo,RU,55.0692,67.9019,37.42,98,100,11.12,overcast clouds
665,Singojuruh,ID,-8.3167,114.2333,82.26,76,100,2.37,overcast clouds
666,Xichang,CN,27.8964,102.2634,51.85,86,100,2.59,overcast clouds
667,Sainte-Rose,GP,16.3324,-61.6979,75.24,94,5,2.3,clear sky
668,Ossora,RU,59.2353,163.0719,10.92,79,13,11.39,few clouds
669,Sechura,PE,-5.5569,-80.8222,67.84,68,15,13.65,few clouds
670,Ashqelon,IL,31.6693,34.5715,79.09,50,100,10.6,overcast clouds
671,Nuuk,GL,64.1835,-51.7216,36.21,87,90,23.02,light snow
672,Wahiawa,US,21.5028,-158.0236,80.35,67,20,9.22,few clouds
673,Zhigansk,RU,66.7697,123.3711,6.31,95,100,15.41,light snow
674,Dunedin,NZ,-45.8742,170.5036,62.8,51,16,13.0,few clouds
675,Beruwala,LK,6.4788,79.9828,78.01,89,100,9.93,moderate rain
676,Pontianak,ID,-0.0333,109.3333,76.98,94,75,3.44,broken clouds
677,Pochutla,MX,15.7432,-96.4661,77.83,90,47,2.28,scattered clouds
678,Seoul,KR,37.5683,126.9778,59.41,94,75,2.3,mist
679,Langxiang,CN,46.95,128.8833,37.47,29,2,1.41,clear sky
680,Arinos,BR,-15.9169,-46.1056,71.17,84,99,1.9,moderate rain
681,San Martin,AR,-33.081,-68.4681,54.14,70,100,10.38,light rain
682,Beloye,UA,48.4952,39.0505,40.05,91,0,6.51,clear sky
683,Gorin,RU,51.1983,136.6669,32.31,43,0,3.98,clear sky
684,Aksu,CN,41.1231,80.2644,42.31,33,0,3.38,clear sky
685,Taft,IR,31.7471,54.2088,55.35,36,0,4.61,clear sky
686,Dongning,CN,44.0622,131.1207,43.09,54,100,2.95,overcast clouds
687,Kailua,US,21.4022,-157.7394,83.61,69,75,8.05,broken clouds
688,Puerto Escondido,MX,15.85,-97.0667,79.93,79,99,3.13,overcast clouds
689,Martapura,ID,-3.4167,114.85,80.69,89,40,3.44,scattered clouds
690,Neuquen,AR,-38.9516,-68.0591,53.49,71,0,5.75,clear sky
691,Buluang,PH,13.3068,123.3425,84.96,62,25,6.51,scattered clouds
692,Agropoli,IT,40.3469,14.9966,63.28,81,100,3.78,overcast clouds
693,Jadu,LY,31.953,12.0261,66.45,29,1,12.53,clear sky
694,Brae,GB,60.3964,-1.353,49.91,88,100,17.52,overcast clouds
695,Maumere,ID,-8.6199,122.2111,85.73,66,64,2.91,broken clouds
